test,type,interactions,elapsed_time,find_type
test_base,memalloc,1421,0.009000,first_fit
test_base,memalloc,1421,0.010000,worst_fit
test_base,memalloc,1421,0.008000,null
test_base,std,1421,0.002000,std
test_base,memalloc,1431,0.008000,first_fit
test_base,memalloc,1431,0.007000,worst_fit
test_base,memalloc,1431,0.007000,null
test_base,std,1431,0.001000,std
test_base,memalloc,1441,0.008000,first_fit
test_base,memalloc,1441,0.009000,worst_fit
test_base,memalloc,1441,0.010000,null
test_base,std,1441,0.002000,std
test_base,memalloc,1451,0.009000,first_fit
test_base,memalloc,1451,0.011000,worst_fit
test_base,memalloc,1451,0.010000,null
test_base,std,1451,0.002000,std
test_base,memalloc,1461,0.013000,first_fit
test_base,memalloc,1461,0.008000,worst_fit
test_base,memalloc,1461,0.008000,null
test_base,std,1461,0.001000,std
test_base,memalloc,1471,0.007000,first_fit
test_base,memalloc,1471,0.014000,worst_fit
test_base,memalloc,1471,0.007000,null
test_base,std,1471,0.001000,std
test_base,memalloc,1481,0.007000,first_fit
test_base,memalloc,1481,0.019000,worst_fit
test_base,memalloc,1481,0.007000,null
test_base,std,1481,0.002000,std
test_base,memalloc,1491,0.007000,first_fit
test_base,memalloc,1491,0.008000,worst_fit
test_base,memalloc,1491,0.008000,null
test_base,std,1491,0.002000,std
test_base,memalloc,1501,0.009000,first_fit
test_base,memalloc,1501,0.007000,worst_fit
test_base,memalloc,1501,0.008000,null
test_base,std,1501,0.002000,std
test_base,memalloc,1511,0.008000,first_fit
test_base,memalloc,1511,0.009000,worst_fit
test_base,memalloc,1511,0.009000,null
test_base,std,1511,0.002000,std
test_base,memalloc,1521,0.010000,first_fit
test_base,memalloc,1521,0.010000,worst_fit
test_base,memalloc,1521,0.010000,null
test_base,std,1521,0.003000,std
test_base,memalloc,1531,0.009000,first_fit
test_base,memalloc,1531,0.021000,worst_fit
test_base,memalloc,1531,0.008000,null
test_base,std,1531,0.002000,std
test_base,memalloc,1541,0.008000,first_fit
